Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
01/04/2002 08,5,3BHK,15.15,47.48,2.26,1.41,Upper Middle,0,None,0.0,235.29
01/04/2002 16,3,2BHK,29.82,58.54,1.54,1.38,X2FI-,0,Swimming Pool,0.0,218.88
02/04/2002 00,3,Detached,31.24,68.85,2.1,1.37,Rich,0,None,0.0,196.1
02/04/2002 08,5,2BHK,16.97,75.75,1.13,0.94,Middle,1,Jacuzzi,0.0,171.35
02/04/2002 16,4,,,67.55,1.72,1.43,Upper Middle,0,Jacuzzi,0.0,209.39
03/04/2002 00,4,Bungalow,10.22,60.73,2.31,1.11,Upper Middle,0,Swimming Pool,1.0,191.68
03/04/2002 08,5,3BHK,17.2,54.97,2.46,1.15,Upper Middle,0,None,0.0,184.23
03/04/2002 16,3,Bungalow,13.95,47.14,2.09,1.31,Upper Middle,0,Fountain,0.0,176.95
04/04/2002 00,3,Bungalow,24.91,35.72,2.37,0.82,Upper Middle,0,None,0.0,106.51
04/04/2002 08,4,2BHK,22.02,55.58,1.78,1.17,Upper Middle,0,Swimming Pool,0.0,207.79
04/04/2002 16,3,1BHK,,55.84,-11.0,0.95,Middle,0,None,0.0,93.47
05/04/2002 00,2,Cottage,25.88,24.72,1.15,1.02,Middle,1,None,0.0,124.18
05/04/2002 08,2,Cottage,34.23,36.65,1.26,0.88,Middle,0,Jacuzzi,0.0,109.96
05/04/2002 16,4,2BHK,32.63,50.52,1.65,0.91,Middle,0,Garden,1.0,154.4
06/04/2002 00,4,2BHK,17.99,51.06,1.39,0.84,Middle,0,Fountain,0.0,126.6
06/04/2002 08,4,Bungalow,25.72,55.42,2.4,1.06,Upper Middle,1,None,1.0,198.78
06/04/2002 16,4,3BHK,14.29,72.26,2.26,1.34,Rich,0,Swimming Pool,0.0,248.4
07/04/2002 00,2,Cottage,24.09,76.95,1.64,1.21,Middle,0,None,0.0,82.27
07/04/2002 08,5,3BHK,18.86,70.98,2.93,1.1,Upper Middle,1,None,0.0,185.42
07/04/2002 16,2,Studio,28.62,49.37,1.09,1.33,,0,Garden,0.0,100.91
08/04/2002 00,3,2BHK,25.06,39.42,1.58,0.87,Upper Middle,0,Jacuzzi,0.0,144.6
08/04/2002 08,3,1BHK,20.97,60.96,1.74,0.83,Middle,0,Fountain,0.0,90.82
08/04/2002 16,2,Studio,14.9,67.0,1.05,1.39,Low,1,None,1.0,109.36
09/04/2002 00,4,3BHK,24.21,73.42,2.78,0.87,Upper Middle,0,Swimming Pool,0.0,142.0
09/04/2002 08,3,1BHK,11.05,57.73,1.31,1.2,Middle,1,None,0.0,126.76
09/04/2002 16,3,Cottage,33.63,60.29,1.12,1.14,Middle,0,Fountain,0.0,142.63
10/04/2002 00,4,3BHK,28.16,59.28,1.8,1.27,Rich,1,Fountain,0.0,328.28
10/04/2002 08,5,2BHK,19.77,53.29,2.84,1.22,Upper Middle,0,Swimming Pool,1.0,272.19
10/04/2002 16,4,Bungalow,27.16,29.85,2.53,0.86,Upper Middle,1,Fountain,0.0,200.83
11/04/2002 00,2,,15.48,49.41,1.66,1.6469984294106608,Middle,0,None,0.0,76.43
11/04/2002 08,2,1BHK,34.1,36.9,1.01,1.14,,0,None,0.0,115.15
11/04/2002 16,4,3BHK,13.65,54.13,1.96,1.45,Upper Middle,0,None,1.0,232.52
12/04/2002 00,4,2BHK,25.84,55.5,1.2,1.2,Middle,1,None,0.0,190.22
12/04/2002 08,2,Studio,29.73,45.08,1.54,0.83,Low,1,None,,84.18
12/04/2002 16,3,Bungalow,12.92,68.92,2.2,1.26,Upper Middle,0,Fountain,1.0,165.86
13/04/2002 00,5,2BHK,20.49,yE^{A,1.04,0.82,Middle,0,Garden,0.0,133.02
13/04/2002 08,2,Studio,17.92,25.26,1.24,1.47,Low,0,None,0.0,111.89
13/04/2002 16,5,Bungalow,34.3,zm?k`,1.66,0.94,Upper Middle,1,Garden,0.0,175.28
14/04/2002 00,2,Studio,14.25,50.05,1.61,1.0,Low,0,None,,62.2
14/04/2002 08,2,Cottage,20.61,54.66,1.6,1.08,Middle,0,None,1.0,97.34
14/04/2002 16,3,,30.46,49.5,1.03,1.28,Middle,0,None,0.0,155.2
15/04/2002 00,4,Bungalow,27.71,52.45,2.84,1.07,Rich,0,Swimming Pool,1.0,262.34
15/04/2002 08,4,3BHK,13.21,58.27,2.27,1.16,Upper Middle,0,None,0.0,153.37
15/04/2002 16,4,3BHK,27.17,57.34,2.81,1.0,Rich,0,Jacuzzi,0.0,214.73
16/04/2002 00,4,2BHK,30.56,54.77,1.43,0.85,Middle,0,Swimming Pool,0.0,150.13
16/04/2002 08,4,Detached,20.17,58.44,2.25,1.09,Rich,0,Fountain,0.0,216.67
16/04/2002 16,2,1BHK,28.45,61.19,1.18,1.36,Middle,0,Fountain,0.0,133.22
17/04/2002 00,3,3BHK,21.43,56.25,2.34,1.28,Upper Middle,0,Jacuzzi,0.0,193.8
17/04/2002 08,3,Cottage,19.05,58.73,1.35,1.48,Middle,1,None,0.0,165.31
17/04/2002 16,5,2BHK,23.46,37.64,1.54,1.45,Middle,-1,None,0.0,239.58
18/04/2002 00,4,2BHK,22.57,51.47,1.68,1.19,Middle,0,None,0.0,153.82
18/04/2002 08,5,Bungalow,12.72,62.69,2.82,0.87,Upper Middle,1,Jacuzzi,1.0,196.82
18/04/2002 16,4,3BHK,29.86,47.01,2.15,1.16,Upper Middle,1,Garden,0.0,241.53
19/04/2002 00,5,Bungalow,27.84,65.76,2.52,0.97,Upper Middle,0,None,0.0,172.81
19/04/2002 08,1,,24.37,67.12,1.73,1.39,Low,1,None,0.0,77.45
19/04/2002 16,2,Cottage,32.62,32.14,1.77,1.47,Middle,0,Jacuzzi,,209.19
20/04/2002 00,3,Cottage,22.1,58.63,1.57,0.87,Middle,0,Garden,0.0,86.7
20/04/2002 08,3,1BHK,30.16,46.34,1.72,1.11,Middle,0,None,0.0,120.95
20/04/2002 16,5,2BHK,14.18,47.96,2.44,1.42,Upper Middle,0,None,1.0,245.28
21/04/2002 00,5,Bungalow,22.92,56.83,1.66,0.99,Upper Middle,1,Swimming Pool,0.0,243.61
21/04/2002 08,4,Bungalow,34.57,70.75,2.89,0.87,Upper Middle,1,Fountain,0.0,159.64
21/04/2002 16,3,2BHK,25.07,Y5T|9,2.54,1.16,Upper Middle,0,Garden,0.0,148.75
22/04/2002 00,4,Bungalow,27.54,46.33,1.69,0.91,Upper Middle,0,Garden,1.0,168.35
22/04/2002 08,3,Cottage,12.45,62.83,1.43,1.34,Middle,0,None,0.0,114.44
22/04/2002 16,3,Cottage,20.83,41.57,1.5,0.99,Middle,1,None,0.0,125.12
23/04/2002 00,3,Bungalow,14.22,57.98,2.1,0.87,Upper Middle,0,Fountain,0.0,109.69
23/04/2002 08,2,Cottage,25.22,50.43,1.3,1.23,Middle,1,None,0.0,125.61
23/04/2002 16,2,1BHK,28.97,31.25,1.36,1.24,Low,0,Jacuzzi,0.0,138.04
24/04/2002 00,2,Studio,30.97,67.68,1.16,0.82,Low,0,None,,60.39
24/04/2002 08,4,Bungalow,10.42,62.4,2.52,1.22,Upper Middle,0,Fountain,0.0,165.95
24/04/2002 16,5,3BHK,15.57,64.72,-77.0,1.21,Rich,1,Swimming Pool,0.0,328.17
25/04/2002 00,2,Cottage,24.75,51.75,1.21,1.09,Middle,0,None,0.0,91.92
25/04/2002 08,2,1BHK,15.92,52.04,1.79,0.91,Middle,0,Garden,1.0,83.76
25/04/2002 16,4,2BHK,28.48,47.77,2.91,0.84,Upper Middle,0,Garden,0.0,126.34
26/04/2002 00,3,1BHK,18.2,63.96,1.24,1.0,Low,0,None,0.0,80.62
26/04/2002 08,4,Bungalow,33.23,41.38,2.26,1.37,Upper Middle,1,Garden,1.0,316.62
26/04/2002 16,3,3BHK,21.51,58.51,1.73,1.35,Upper Middle,0,None,0.0,166.53
27/04/2002 00,3,Cottage,20.58,63.05,1.52,1.49,Middle,0,None,0.0,135.05
27/04/2002 08,4,3BHK,18.34,39.03,2.46,1.37,Rich,1,Jacuzzi,1.0,434.65
27/04/2002 16,4,2BHK,33.46,46.26,1.43,1.45,Q@-3X,0,None,0.0,213.08
28/04/2002 00,3,2BHK,33.61,59.34,1.8,0.96,Upper Middle,1,None,1.0,163.95
28/04/2002 08,3,1BHK,12.04,60.25,1.72,1.1,Middle,0,Garden,0.0,98.29
28/04/2002 16,5,3BHK,14.69,36.26,2.93,1.25,Upper Middle,1,Fountain,0.0,310.34
29/04/2002 00,3,3BHK,19.52,58.07,1.97,0.81,Rich,0,Garden,1.0,139.09
29/04/2002 08,2,1BHK,32.89,53.04,1.02,1.14,Low,0,Garden,0.0,97.31
29/04/2002 16,2,1BHK,26.09,44.33,1.32,1.27,Middle,0,Garden,0.0,119.09
30/04/2002 00,3,2BHK,25.91,42.5,1.73,1.19,Upper Middle,0,Swimming Pool,0.0,201.39
30/04/2002 08,2,1BHK,20.58,55.91,1.09,1.29,Low,0,Garden,0.0,97.39
30/04/2002 16,4,Bungalow,22.27,59.74,2.72,1.45,Rich,0,Swimming Pool,0.0,282.63
01/05/2002 00,3,1BHK,10.41,66.19,1.47,1.37,Low,0,None,0.0,100.61
01/05/2002 08,3,3BHK,22.5,55.83,2.65,0.97,Upper Middle,0,Fountain,0.0,141.05
01/05/2002 16,3,1BHK,32.2,67.45,1.09,0.92,Middle,1,Fountain,1.0,150.31
02/05/2002 00,5,2BHK,28.13,s?iW+,1.6,1.37,Middle,0,Swimming Pool,0.0,270.18
02/05/2002 08,4,Bungalow,20.29,49.68,1.56,1.23,Upper Middle,1,Jacuzzi,0.0,217.88
02/05/2002 16,4,2BHK,13.01,44.15,1.68,0.81,Middle,0,Jacuzzi,0.0,125.57
03/05/2002 00,5,3BHK,33.84,56.09,1.95,1.21,Upper Middle,1,Garden,0.0,285.25
03/05/2002 08,2,1BHK,11.07,61.19,1.51,1.43,Low,2,Garden,0.0,112.8
03/05/2002 16,4,Bungalow,31.39,52.15,1.67,0.94,Upper Middle,0,Swimming Pool,0.0,185.75
04/05/2002 00,3,Cottage,27.48,32.83,1.33,1.27,Middle,0,None,0.0,149.54
04/05/2002 08,5,3BHK,26.71,45.97,1.85,1.3,Rich,1,Swimming Pool,1.0,523.29
04/05/2002 16,3,2BHK,10.63,59.62,1.29,1.24,Middle,0,Jacuzzi,1.0,169.83
05/05/2002 00,5,Detached,17.15,NJ='U,2.8,0.99,Rich,1,Garden,0.0,222.21
05/05/2002 08,4,3BHK,22.57,g\;wj,2.65,1.03,,1,Jacuzzi,0.0,231.34
05/05/2002 16,3,1BHK,13.8,48.88,1.23,1.06,Low,0,None,0.0,91.18
06/05/2002 00,2,Cottage,19.22,60.94,1.62,1.35,Middle,1,None,0.0,120.58
06/05/2002 08,3,2BHK,34.1,35.33,1.32,1.03,Middle,0,None,0.0,138.86
06/05/2002 16,5,3BHK,28.99,40.06,2.44,1.47,Upper Middle,0,None,0.0,286.19
07/05/2002 00,3,Cottage,14.47,62.31,1.5,1.48,Middle,0,None,0.0,128.63
07/05/2002 08,3,Cottage,19.18,38.62,1.04,1.21,Middle,0,Garden,0.0,137.41
07/05/2002 16,4,2BHK,23.9,44.52,2.8,1.5,Upper Middle,1,Jacuzzi,0.0,318.72
08/05/2002 00,3,2BHK,23.41,70.05,1.82,0.88,Upper Middle,0,Garden,,97.12
08/05/2002 08,5,2BHK,24.31,46.03,1.96,1.46,Upper Middle,0,None,0.0,247.04
08/05/2002 16,1,Studio,33.89,53.66,1.35,1.34,,0,None,1.0,86.09
09/05/2002 00,2,1BHK,25.96,52.79,1.63,1.47,Low,0,None,0.0,109.9
09/05/2002 08,-11,2BHK,17.88,41.49,1.65,0.83,Middle,0,Swimming Pool,0.0,120.77
09/05/2002 16,5,Bungalow,30.22,53.09,2.5,1.18,Upper Middle,1,None,0.0,234.39
10/05/2002 00,5,2BHK,25.62,57.17,1.67,1.05,Middle,1,Swimming Pool,0.0,239.87
10/05/2002 08,5,Bungalow,19.53,58.66,1.79,1.36,Upper Middle,0,None,0.0,205.36
10/05/2002 16,2,1BHK,22.65,80.97,1.07,0.96,Middle,0,Garden,0.0,67.46
11/05/2002 00,5,2BHK,25.09,70.67,1.79,1.25,Upper Middle,0,None,1.0,207.72
11/05/2002 08,3,2BHK,14.01,38.58,1.79,1.05,Middle,0,None,0.0,115.44
11/05/2002 16,4,Detached,24.44,51.31,2.38,1.26,Rich,1,None,0.0,270.8
12/05/2002 00,4,3BHK,14.82,56.51,2.66,0.9,Rich,0,Fountain,1.0,196.27
12/05/2002 08,-44,1BHK,27.0,44.36,1.66,1.0,Low,1,None,0.0,95.66
12/05/2002 16,3,1BHK,19.82,46.4,1.19,1.47,Low,1,None,0.0,163.38
13/05/2002 00,3,2BHK,20.47,66.08,1.34,1.47,Middle,0,None,0.0,144.54
13/05/2002 08,-11,1BHK,15.63,69.18,1.73,1.23,Middle,0,Jacuzzi,1.0,118.56
13/05/2002 16,1,Studio,33.45,56.56,1.06,0.96,Low,1,None,0.0,63.86
14/05/2002 00,5,2BHK,32.72,51.55,1.38,0.82,Middle,0,None,0.0,134.07
14/05/2002 08,3,2BHK,13.14,37.27,2.4,1.47,Upper Middle,0,Garden,0.0,180.41
14/05/2002 16,3,,15.59,51.45,1.13,1.21,Middle,1,None,0.0,140.01
15/05/2002 00,4,3BHK,27.33,52.27,2.26,1.1,Rich,0,Swimming Pool,0.0,263.08
15/05/2002 08,1,Studio,15.0,71.35,1.2,0.85,Low,0,Garden,0.0,37.8
15/05/2002 16,5,Bungalow,20.16,59.03,1.69,1.45,Rich,1,Fountain,0.0,375.48
16/05/2002 00,1,Studio,10.86,73.23,1.15,0.94,!4Wx{,1,Garden,0.0,47.87
16/05/2002 08,5,Bungalow,14.36,53.74,2.77,1.23,Rich,1,Swimming Pool,1.0,371.79
16/05/2002 16,2,Studio,31.27,36.9,1.35,1.11,Low,0,None,0.0,87.59
17/05/2002 00,2,1BHK,22.28,45.11,1.12,1.33,Middle,0,Garden,0.0,121.13
17/05/2002 08,5,Bungalow,21.76,46.53,2.86,0.87,,0,Swimming Pool,,178.04
17/05/2002 16,3,Bungalow,30.78,50.63,2.55,1.22,Upper Middle,0,None,0.0,149.73
18/05/2002 00,4,Bungalow,20.42,68.63,1.83,0.88,Upper Middle,0,None,0.0,108.12
18/05/2002 08,3,Cottage,27.93,51.29,1.38,1.24,Middle,0,None,0.0,130.49
18/05/2002 16,5,2BHK,26.33,43.64,1.69,0.81,Middle,0,Fountain,0.0,156.2
19/05/2002 00,1,Studio,12.88,62.26,1.38,1.12,Low,0,None,0.0,49.55
19/05/2002 08,5,Detached,31.83,46.27,2.44,1.42,Rich,0,Swimming Pool,0.0,416.04
19/05/2002 16,4,2BHK,16.16,62.52,1.16,0.5381799491148183,Middle,0,None,0.0,135.76
20/05/2002 00,3,2BHK,15.69,70.6,1.67,1.27,Middle,0,Jacuzzi,0.0,142.17
20/05/2002 08,3,Cottage,31.86,51.84,1.33,1.36,Middle,1,None,0.0,176.96
20/05/2002 16,3,1BHK,16.81,63.48,1.18,1.11,Middle,0,Fountain,0.0,118.53
21/05/2002 00,4,2BHK,25.11,55.08,1.57,1.44,Middle,1,None,0.0,222.63
21/05/2002 08,3,Cottage,16.7,59.09,1.51,0.93,Middle,0,Jacuzzi,0.0,105.35
21/05/2002 16,2,Cottage,22.03,31.13,1.33,1.03,Middle,0,Swimming Pool,0.0,124.67
22/05/2002 00,2,1BHK,24.77,49.4,1.59,1.45,Low,0,None,0.0,110.12
22/05/2002 08,5,2BHK,12.76,68.94,1.17,1.15,Middle,0,Garden,0.0,149.19
22/05/2002 16,5,3BHK,23.07,64.03,2.12,1.44,Rich,1,Garden,,395.91
23/05/2002 00,2,Studio,30.13,45.78,1.76,1.41,Low,0,None,0.0,102.14
23/05/2002 08,2,Cottage,24.81,42.52,1.72,1.38,Middle,1,Garden,0.0,152.38
23/05/2002 16,5,3BHK,28.22,51.79,1.97,1.43,Upper Middle,1,Garden,0.0,330.5
24/05/2002 00,5,3BHK,20.82,57.64,2.43,1.13,Rich,1,Garden,0.0,273.39
24/05/2002 08,4,Bungalow,17.17,64.24,2.36,1.17,Upper Middle,1,Jacuzzi,0.0,209.86
24/05/2002 16,2,Cottage,,41.95,1.75,0.83,Middle,0,None,0.0,72.0
25/05/2002 00,2,1BHK,29.0,47.91,1.02,0.83,Middle,0,Garden,0.0,78.62
25/05/2002 08,5,Detached,34.01,44.3,2.65,1.09,Rich,0,Swimming Pool,0.0,324.94
25/05/2002 16,3,Bungalow,13.84,50.35,1.75,1.41,Rich,0,None,0.0,186.47
26/05/2002 00,3,Detached,21.94,57.45,2.48,0.9,Rich,0,Jacuzzi,0.0,159.81
26/05/2002 08,2,1BHK,23.79,62.86,1.58,1.47,Middle,0,None,0.0,112.03
26/05/2002 16,4,2BHK,33.4,53.97,1.53,1.5,qZrsg,1,None,0.0,274.89
27/05/2002 00,4,2BHK,32.09,40.65,2.76,1.2,Upper Middle,0,Fountain,0.0,223.12
27/05/2002 08,3,Bungalow,26.91,59.07,1.94,1.35,Upper Middle,0,Fountain,0.0,188.93
27/05/2002 16,3,Detached,17.55,44.74,1.57,1.9376075652793197,Rich,1,Fountain,0.0,296.01
28/05/2002 00,3,Bungalow,29.48,38.46,1.8,0.98,Rich,0,Fountain,0.0,190.26
28/05/2002 08,3,2BHK,22.81,48.13,1.42,1.01,Middle,1,Jacuzzi,0.0,171.52
28/05/2002 16,1,Studio,27.21,51.89,1.14,1.25,Low,1,None,1.0,93.77
29/05/2002 00,3,1BHK,18.19,57.13,1.27,0.83,Low,1,Garden,0.0,88.12
29/05/2002 08,3,1BHK,15.54,75.2,1.61,1.39,Middle,0,None,0.0,109.25
29/05/2002 16,4,3BHK,20.22,61.49,2.75,0.97,Upper Middle,0,Garden,0.0,136.39
30/05/2002 00,2,Studio,11.47,53.19,1.65,0.98,Low,1,None,0.0,69.46
30/05/2002 08,2,1BHK,30.49,54.31,1.43,1.39,v`o/f,0,None,0.0,118.92
30/05/2002 16,2,Studio,21.27,50.3,1.73,1.17,Low,0,Garden,1.0,92.04
31/05/2002 00,3,3BHK,11.8,45.0,2.37,0.83,Upper Middle,0,None,0.0,99.96
31/05/2002 08,3,1BHK,13.15,70.2,1.51,1.26,Middle,1,Fountain,0.0,146.48
31/05/2002 16,5,3BHK,15.0,57.02,2.95,1.01,Upper Middle,0,Jacuzzi,0.0,189.74
01/06/2002 00,4,Bungalow,16.09,57.36,2.83,0.99,Upper Middle,0,Jacuzzi,,150.14
01/06/2002 08,2,Studio,22.78,57.68,1.61,1.06,Low,0,Swimming Pool,0.0,87.5
01/06/2002 16,2,Cottage,18.5,52.45,1.0,0.94,Middle,0,Swimming Pool,0.0,99.01
02/06/2002 00,3,2BHK,18.88,67.62,1.09,1.42,Middle,0,None,1.0,158.19
02/06/2002 08,3,1BHK,22.89,55.92,1.36,1.14,Middle,1,None,0.0,112.09
02/06/2002 16,1,Studio,27.51,47.64,1.74,1.17,Low,0,None,0.0,63.45
03/06/2002 00,4,3BHK,28.99,57.8,2.47,1.19,Rich,0,Garden,0.0,221.83
03/06/2002 08,5,3BHK,17.07,8;*NQ,1.87,0.93,Upper Middle,1,Jacuzzi,0.0,222.69
03/06/2002 16,4,Detached,16.32,51.54,1.66,0.99,Rich,0,Jacuzzi,0.0,215.27
04/06/2002 00,3,Cottage,27.25,74.02,1.75,1.48,Middle,0,Swimming Pool,0.0,167.07
04/06/2002 08,4,3BHK,22.33,56.89,1.99,1.33,Upper Middle,1,Jacuzzi,0.0,291.63
04/06/2002 16,4,2BHK,16.48,46.97,1.29,1.47,Middle,1,None,0.0,226.57
05/06/2002 00,3,1BHK,22.61,58.72,1.75,1.12,Low,1,Garden,0.0,119.37
05/06/2002 08,1,Studio,29.77,42.65,1.65,1.24,Low,0,None,0.0,71.37
05/06/2002 16,4,Bungalow,15.69,69.19,2.71,1.39,Upper Middle,0,Fountain,0.0,185.98
06/06/2002 00,-88,2BHK,13.34,51.61,1.06,1.32,Middle,1,None,0.0,194.15
06/06/2002 08,4,Bungalow,10.88,61.64,2.86,1.42,Rich,1,Jacuzzi,0.0,283.73
06/06/2002 16,3,2BHK,32.88,43.71,2.73,0.93,Upper Middle,1,Garden,1.0,174.49
07/06/2002 00,5,Bungalow,21.24,46.11,2.85,1.07,Rich,0,Fountain,0.0,239.4
07/06/2002 08,5,2BHK,30.93,46.63,-77.0,1.23,Upper Middle,0,Garden,0.0,233.97
07/06/2002 16,5,3BHK,23.4,57.1,2.69,1.05,Rich,0,Jacuzzi,1.0,292.73
08/06/2002 00,2,1BHK,28.44,45.39,1.5,1.02,Middle,0,None,0.0,91.59
08/06/2002 08,3,,13.92,54.87,1.0,0.89,Middle,1,None,0.0,99.57
08/06/2002 16,4,2BHK,11.69,57.64,1.55,1.38,Upper Middle,0,Garden,0.0,180.41
09/06/2002 00,2,1BHK,20.07,66.45,1.42,1.47,Middle,1,None,1.0,146.95
09/06/2002 08,4,3BHK,28.67,44.93,1.56,0.9,Upper Middle,0,Garden,0.0,161.77
09/06/2002 16,2,Studio,15.23,50.11,1.51,1.38,Low,0,None,0.0,86.78
10/06/2002 00,5,Bungalow,12.72,43.21,1.73,1.47,Rich,0,None,0.0,275.87
10/06/2002 08,3,1BHK,29.9,38.82,1.78,1.25,Middle,1,Jacuzzi,0.0,212.28
10/06/2002 16,5,2BHK,31.85,52.77,2.81,1.46,Upper Middle,0,None,0.0,239.66
11/06/2002 00,5,2BHK,,49.42,1.02,1.3,Middle,0,None,0.0,187.05
11/06/2002 08,2,1BHK,22.09,47.59,1.13,1.41,Low,0,None,1.0,124.43
11/06/2002 16,3,3BHK,10.93,39.98,1.82,0.93,Rich,0,None,0.0,139.91
12/06/2002 00,1,Studio,20.06,37.93,1.7,1.25,Low,0,Garden,0.0,71.96
12/06/2002 08,4,3BHK,26.07,43.48,2.88,1.48,Upper Middle,0,None,0.0,233.06
12/06/2002 16,3,1BHK,24.1,52.29,1.24,0.89,Middle,0,None,1.0,104.45
13/06/2002 00,2,1BHK,23.34,56.33,1.72,1.46,g:%Wi,1,None,0.0,124.17
13/06/2002 08,3,3BHK,,68.56,2.53,1.29,,0,Fountain,0.0,161.9
13/06/2002 16,4,3BHK,20.87,59.17,2.39,1.04,Upper Middle,0,None,0.0,144.62
14/06/2002 00,4,Bungalow,34.31,67.97,2.62,1.48,Upper Middle,1,Fountain,0.0,280.06
14/06/2002 08,3,1BHK,28.12,42.66,1.47,0.91,Low,1,Garden,1.0,131.55
14/06/2002 16,5,Detached,13.32,37.48,2.46,1.41,Rich,1,Jacuzzi,0.0,435.24
15/06/2002 00,5,2BHK,25.4,45.5,2.86,0.88,Upper Middle,1,Swimming Pool,1.0,258.79
15/06/2002 08,4,Bungalow,13.97,55.94,2.34,1.16,Upper Middle,0,None,0.0,143.36
15/06/2002 16,3,1BHK,24.76,33.24,1.39,0.96,Middle,1,Garden,0.0,139.32
16/06/2002 00,3,Bungalow,17.11,47.08,2.88,0.12490194011664313,Upper Middle,0,Jacuzzi,0.0,111.5
16/06/2002 08,2,Cottage,17.43,$jT}x,1.14,0.91,Middle,0,None,0.0,78.33
16/06/2002 16,3,1BHK,29.27,41.2,1.43,1.28,Middle,0,None,1.0,166.57
17/06/2002 00,3,Cottage,34.22,59.81,1.54,0.81,Middle,0,Swimming Pool,0.0,108.78
17/06/2002 08,4,2BHK,12.56,70.44,1.02,1.48,Middle,0,Swimming Pool,0.0,204.79
17/06/2002 16,3,Bungalow,28.15,46.24,2.55,0.98,Upper Middle,0,None,0.0,122.03
18/06/2002 00,4,Bungalow,32.65,59.18,2.26,1.33,Rich,0,Jacuzzi,0.0,278.27
18/06/2002 08,2,1BHK,20.66,62.27,1.7,1.32,Middle,0,None,0.0,97.77
18/06/2002 16,5,3BHK,14.66,51.71,2.08,0.98,Upper Middle,0,Swimming Pool,0.0,208.75
19/06/2002 00,5,3BHK,23.95,35.57,2.81,0.8,Upper Middle,1,None,0.0,181.77
19/06/2002 08,2,,16.33,62.69,1.1,1.15,Low,1,Garden,0.0,95.77
19/06/2002 16,3,Cottage,20.16,45.62,1.25,1.14,Middle,0,None,0.0,118.08
20/06/2002 00,3,2BHK,27.52,51.82,1.24,0.9,Middle,1,None,1.0,143.34
20/06/2002 08,3,1BHK,22.88,59.92,1.58,1.11,Middle,-1,Jacuzzi,0.0,130.68
20/06/2002 16,2,Cottage,33.53,62.64,1.59,1.4,Middle,1,None,0.0,137.77
21/06/2002 00,1,Studio,17.92,50.07,1.01,0.84,Low,0,Garden,0.0,45.19
21/06/2002 08,5,Bungalow,33.02,54.53,1.61,0.98,Upper Middle,0,Fountain,0.0,205.97
21/06/2002 16,3,Cottage,23.03,49.92,1.13,0.99,Middle,0,Fountain,0.0,122.3
22/06/2002 00,4,2BHK,10.87,46.5,1.08,1.05,Middle,1,None,1.0,180.33
22/06/2002 08,3,Cottage,17.64,55.92,1.43,1.22,Middle,0,None,0.0,113.75
22/06/2002 16,3,Cottage,13.89,59.66,1.27,1.33,Middle,1,Garden,1.0,171.39
23/06/2002 00,3,2BHK,14.3,60.77,1.82,0.92,Upper Middle,0,None,0.0,96.19
23/06/2002 08,2,,11.35,56.41,1.77,1.46,Low,-1,None,0.0,83.77
23/06/2002 16,4,Bungalow,20.33,48.41,2.43,1.42,Upper Middle,0,Swimming Pool,1.0,289.58
24/06/2002 00,4,Detached,18.45,49.89,2.08,0.93,Rich,1,Swimming Pool,0.0,254.53
24/06/2002 08,3,1BHK,11.52,58.7,1.28,1.19,Middle,0,Jacuzzi,0.0,130.77
24/06/2002 16,2,1BHK,,54.17,-33.0,1.19,Middle,0,None,0.0,106.24
25/06/2002 00,3,2BHK,17.55,52.55,1.63,1.22,Middle,0,Garden,0.0,133.22
25/06/2002 08,4,2BHK,11.48,44.68,1.47,0.97,Middle,0,None,0.0,119.7
25/06/2002 16,3,3BHK,17.37,54.8,2.18,1.18,Upper Middle,0,Swimming Pool,0.0,182.68
26/06/2002 00,3,Bungalow,17.53,62.2,1.77,1.17,Rich,0,None,1.0,168.52
26/06/2002 08,2,Studio,24.0,64.02,1.7,1.3,Low,0,None,0.0,79.07
26/06/2002 16,3,Cottage,24.06,51.42,1.69,1.38,Middle,0,Swimming Pool,0.0,179.54
27/06/2002 00,2,1BHK,18.56,73.29,1.06,1.48,Middle,0,None,0.0,102.07
27/06/2002 08,5,Bungalow,18.79,67.61,1.65,0.91,Rich,0,Fountain,0.0,183.21
27/06/2002 16,4,3BHK,27.56,37.4,2.38,0.86,Upper Middle,0,None,1.0,168.76
28/06/2002 00,2,,,57.5,1.4,0.81,Middle,0,Garden,0.0,72.63
28/06/2002 08,4,,23.89,65.71,2.9,0.97,,-1,None,0.0,128.31
28/06/2002 16,3,3BHK,16.64,56.09,2.78,0.93,Upper Middle,-1,None,1.0,122.55
29/06/2002 00,5,3BHK,10.84,44.99,2.58,0.99,Upper Middle,0,Jacuzzi,1.0,228.43
29/06/2002 08,-55,2BHK,32.49,49.94,1.1,0.84,Middle,0,Fountain,0.0,145.84
29/06/2002 16,3,1BHK,19.85,39.05,1.06,1.29,Low,0,Jacuzzi,0.0,157.82
30/06/2002 00,4,2BHK,16.26,62.9,1.78,1.25,Middle,1,None,0.0,168.61
30/06/2002 08,2,1BHK,16.58,63.05,1.56,1.25,Middle,0,Fountain,0.0,107.16
30/06/2002 16,2,Cottage,31.31,43.71,1.76,0.9,Middle,1,Fountain,1.0,135.12
01/07/2002 00,2,Cottage,28.13,43.74,1.67,1.36,Middle,0,None,0.0,121.33
